"Time_Window","Outcome_Type","Outcome_Parameter","N","Pearson_r","Pearson_p","Pearson_CI_Lower","Pearson_CI_Upper","Spearman_rho","Spearman_p","Effect_Size","Primary_Cluster","Primary_Cluster_N","Primary_Cluster_Mean_Outcome","Primary_Cluster_Median_Outcome","Selection_Reason","Total_Clusters","Cluster_Comparison","Best_Outcome_Cluster","Most_Patients_Cluster","Highest_Membership_Cluster","Outcome_Conflict","Parameter_Type","Pearson_p_FDR","Spearman_p_FDR","Abs_Pearson_r","Significant_Pearson","Significant_Pearson_FDR","Significant_Spearman","Significant_Spearman_FDR"
"early_recovery","OCTA","Thickness_Retina_0_21_improvement",11,-0.523981620714621,0.0980361144307104,-0.85508373686368,0.110683960829661,-0.287237781702287,0.391754936992205,"Large",1,6,1.529,-7.164,"Best outcome & Most patients",2,"C1(n=6,mem=0.935,out=1.529±60.482,rank:1/1/1); C2(n=5,mem=0.92,out=-8.225±19.36,rank:2/2/2)",1,1,1,FALSE,"Thickness",0.370892786820313,0.559952840323057,0.523981620714621,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","Thickness_OuterRetina_0_6_improvement",11,-0.482253053767572,0.13303256673272,-0.839319905051717,0.16549959552734,-0.574475563404574,0.0645358351480195,"Medium",2,5,0.145,-8.371,"Best outcome (conflicts with patient count)",2,"C1(n=6,mem=0.935,out=-8.812±38.999,rank:2/1/1); C2(n=5,mem=0.92,out=0.145±45.284,rank:1/2/2)",2,1,1,TRUE,"Thickness",0.370892786820313,0.381919468617387,0.482253053767572,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","Thickness_OuterRetina_0_21_improvement",11,-0.475780128368337,0.139084795057617,-0.836819617340901,0.173658523078436,-0.197770275926165,0.559952840323057,"Medium",1,6,-0.885,-5.428,"Best outcome & Most patients",2,"C1(n=6,mem=0.935,out=-0.885±22.864,rank:1/1/1); C2(n=5,mem=0.92,out=-2.869±7.152,rank:2/2/2)",1,1,1,FALSE,"Thickness",0.370892786820313,0.559952840323057,0.475780128368337,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","Thickness_Retina_0_6_improvement",11,-0.355337857386238,0.283541180828114,-0.787376939497588,0.31078316875679,-0.452046344974091,0.16274667451179,"Medium",1,6,1.006,-20.814,"Best outcome & Most patients",2,"C1(n=6,mem=0.935,out=1.006±96.027,rank:1/1/1); C2(n=5,mem=0.92,out=-10.293±69.681,rank:2/2/2)",1,1,1,FALSE,"Thickness",0.48327507829653,0.43399113203144,0.355337857386238,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","Thickness_GCL.IPL_0_21_improvement",11,-0.319707029375614,0.337858211133164,-0.771601098384699,0.346649996853432,-0.287237781702287,0.391754936992205,"Medium",1,6,1.531,-1.112,"Best outcome & Most patients",2,"C1(n=6,mem=0.935,out=1.531±10.481,rank:1/1/1); C2(n=5,mem=0.92,out=-2.073±1.765,rank:2/2/2)",1,1,1,FALSE,"Thickness",0.48327507829653,0.559952840323057,0.319707029375614,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","Thickness_INL_0_21_improvement",11,-0.304581248832455,0.362456308722397,-0.764731626356134,0.361308728519876,-0.207187908113125,0.541015316078307,"Medium",1,6,2.341,0.021,"Best outcome & Most patients",2,"C1(n=6,mem=0.935,out=2.341±8.524,rank:1/1/1); C2(n=5,mem=0.92,out=-1.393±3.491,rank:2/2/2)",1,1,1,FALSE,"Thickness",0.48327507829653,0.559952840323057,0.304581248832455,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","PA_SVP_0_21_improvement",12,0.24396081749068,0.444790207438137,-0.383656333940625,0.717417204871621,0.0143678679973709,0.96465130536061,"Small",2,6,-2.13,-1.758,"Best outcome (conflicts with patient count)",2,"C1(n=6,mem=0.935,out=-2.238±4.325,rank:2/1.5/1); C2(n=6,mem=0.92,out=-2.13±2.489,rank:1/1.5/2)",2,1,1,TRUE,"BloodFlow",0.988476901210459,0.982322003908405,0.24396081749068,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","PA_Choroid_0_6_improvement",12,0.225300481850093,0.481401732607942,-0.400368967054961,0.707696696073536,0.269397524950704,0.397135421687518,"Small",1,6,0.05,-0.012,"Best outcome & Most patients",2,"C1(n=6,mem=0.935,out=0.05±0.3,rank:1/1.5/1); C2(n=6,mem=0.92,out=-1.074±2.242,rank:2/1.5/2)",1,1,1,FALSE,"BloodFlow",0.988476901210459,0.941971807305655,0.225300481850093,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","VD_ICP_0_6_improvement",12,-0.206794774993975,0.519014093148545,-0.69787293298126,0.416541984676026,-0.0933911419829107,0.772822081225298,"Small",2,6,0.168,-0.552,"Best outcome (conflicts with patient count)",2,"C1(n=6,mem=0.935,out=-2.416±6.694,rank:2/1.5/1); C2(n=6,mem=0.92,out=0.168±5.205,rank:1/1.5/2)",2,1,1,TRUE,"BloodFlow",0.988476901210459,0.982322003908405,0.206794774993975,FALSE,FALSE,FALSE,FALSE
"early_recovery","OCTA","Thickness_INL_0_6_improvement",11,-0.196820497564352,0.561877234184224,-0.712564643551385,0.457012987744023,-0.254276069047926,0.450532808196259,"Small",1,6,3.395,-0.999,"Best outcome & Most patients",2,"C1(n=6,mem=0.935,out=3.395±14.426,rank:1/1/1); C2(n=5,mem=0.92,out=0.374±8.544,rank:2/2/2)",1,1,1,FALSE,"Thickness",0.642145410496256,0.559952840323057,0.196820497564352,FALSE,FALSE,FALSE,FALSE
