"Time_Window","Outcome_Type","Outcome_Parameter","N","Pearson_r","Pearson_p","Pearson_CI_Lower","Pearson_CI_Upper","Spearman_rho","Spearman_p","Effect_Size","Primary_Cluster","Primary_Cluster_N","Primary_Cluster_Mean_Outcome","Primary_Cluster_Median_Outcome","Selection_Reason","Total_Clusters","Cluster_Comparison","Best_Outcome_Cluster","Most_Patients_Cluster","Highest_Membership_Cluster","Outcome_Conflict","Parameter_Type","Pearson_p_FDR","Spearman_p_FDR","Abs_Pearson_r","Significant_Pearson","Significant_Pearson_FDR","Significant_Spearman","Significant_Spearman_FDR"
"acute_recovery","OCTA","VD_DCP_0_6_improvement",12,-0.645880363369557,0.0232784435033544,-0.889915436932925,-0.114373938169426,-0.542802513784574,0.0682143339281954,"Large",1,7,0.578,0.273,"Best outcome & Most patients",2,"C1(n=7,mem=0.5,out=0.578±0.86,rank:1/1/2); C2(n=5,mem=0.512,out=-1.36±1.649,rank:2/2/1)",1,1,2,FALSE,"BloodFlow",0.325898209046962,0.477500337497368,0.645880363369557,TRUE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","PA_ICP_0_21_improvement",12,-0.543795609548152,0.0676111913279568,-0.851848068936553,0.0437641501131175,-0.597869435472864,0.0400495885543695,"Large",1,7,0.47,0.219,"Best outcome & Most patients",2,"C1(n=7,mem=0.5,out=0.47±1.199,rank:1/1/2); C2(n=5,mem=0.512,out=-2.489±3.613,rank:2/2/1)",1,1,2,FALSE,"BloodFlow",0.361439947573182,0.477500337497368,0.543795609548152,FALSE,FALSE,TRUE,FALSE
"acute_recovery","OCTA","PA_DCP_0_21_improvement",12,-0.528296088836284,0.0774514173371104,-0.845769015311766,0.0654490131351558,-0.464135482801302,0.128511464988983,"Large",1,7,1.022,0.496,"Best outcome & Most patients",2,"C1(n=7,mem=0.5,out=1.022±3.289,rank:1/1/2); C2(n=5,mem=0.512,out=-4.957±7.148,rank:2/2/1)",1,1,2,FALSE,"BloodFlow",0.361439947573182,0.522754239234709,0.528296088836284,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","Thickness_OuterRetina_0_21_improvement",11,0.52044037176286,0.100741124811345,-0.115490762661595,0.853769310807559,0.512231865025135,0.107197409915453,"Large",2,4,9.254,-0.683,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-8.096±10.537,rank:2/1/2); C2(n=4,mem=0.512,out=9.254±21.576,rank:1/2/1)",2,1,2,TRUE,"Thickness",0.316516024201369,0.571528775975291,0.52044037176286,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","Thickness_GCL.IPL_0_21_improvement",11,0.494412027447447,0.122122181374432,-0.149930054615517,0.843976048733474,0.448862974506561,0.166097768249126,"Medium",2,4,4.712,-0.7,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-2.861±2.777,rank:2/1/2); C2(n=4,mem=0.512,out=4.712±11.618,rank:1/2/1)",2,1,2,TRUE,"Thickness",0.316516024201369,0.571528775975291,0.494412027447447,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","Thickness_INL_0_21_improvement",11,0.463411610571843,0.151125914978672,-0.18900461592679,0.831999794781584,0.353809638728701,0.285764387987645,"Medium",2,4,4.565,-0.041,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-1.597±3.71,rank:2/1/2); C2(n=4,mem=0.512,out=4.565±9.501,rank:1/2/1)",2,1,2,TRUE,"Thickness",0.316516024201369,0.571528775975291,0.463411610571843,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","Thickness_Retina_0_21_improvement",11,0.456374575127426,0.158258012100684,-0.197595782155276,0.829232508425809,0.401336306617631,0.221182040622209,"Medium",2,4,22.87,-4.071,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-17.633±30.401,rank:2/1/2); C2(n=4,mem=0.512,out=22.87±58.674,rank:1/2/1)",2,1,2,TRUE,"Thickness",0.316516024201369,0.571528775975291,0.456374575127426,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","PA_DCP_0_6_improvement",12,-0.452037217589549,0.140117742091409,-0.814608987519598,0.164553733708553,-0.314668123933086,0.31916666296934,"Medium",1,7,0.306,0.623,"Best outcome & Most patients",2,"C1(n=7,mem=0.5,out=0.306±0.729,rank:1/1/2); C2(n=5,mem=0.512,out=-0.976±1.968,rank:2/2/1)",1,1,2,FALSE,"BloodFlow",0.490412097319933,0.744722213595127,0.452037217589549,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","PA_SVP_0_21_improvement",12,-0.359546636542315,0.25101114611983,-0.773782558752984,0.270085638425954,-0.409068561113012,0.186697942583825,"Medium",1,7,-1.205,-1.084,"Best outcome & Most patients",2,"C1(n=7,mem=0.5,out=-1.205±2.346,rank:1/1/2); C2(n=5,mem=0.512,out=-3.554±4.342,rank:2/2/1)",1,1,2,FALSE,"BloodFlow",0.590660618154947,0.522754239234709,0.359546636542315,FALSE,FALSE,FALSE,FALSE
"acute_recovery","OCTA","PA_Choroid_0_6_improvement",12,0.358045233366557,0.253140264923549,-0.27168243419649,0.773090166036532,0.440535373506321,0.151760021150021,"Medium",2,5,0.151,0.004,"Best outcome & Highest membership",2,"C1(n=7,mem=0.5,out=-0.985±2.044,rank:2/1/2); C2(n=5,mem=0.512,out=0.151±0.366,rank:1/2/1)",2,1,2,TRUE,"BloodFlow",0.590660618154947,0.522754239234709,0.358045233366557,FALSE,FALSE,FALSE,FALSE
