"metric_type","metric","time_window","n_patients","correlation","p_value","cohens_d","cluster1_mean","cluster2_mean","cluster1_n","cluster2_n","is_significant","correlation_strength","direction"
"rhr_metrics","cv_rhr_1","baseline",10,-0.189934294099397,0.40241495000434,0.412203888078308,9.24520415353993,8.38532517895621,3,7,FALSE,"Very Weak","Negative"
"rhr_metrics","cv_rhr_1","acute_recovery",10,-0.189934294099397,0.79350499843208,0.200665552582994,8.65694244321335,8.15414120561172,3,7,FALSE,"Very Weak","Negative"
"rhr_metrics","cv_rhr_1","early_recovery",11,0.119522860933439,0.87332248705858,0.0956299437379541,8.20531118780862,8.47998394042676,4,7,FALSE,"Very Weak","Positive"
"rhr_metrics","cv_rhr_1","mid_recovery",11,0.239045721866879,0.554074014988288,0.447950270569319,8.01899093038412,8.60714091236562,4,7,FALSE,"Very Weak","Positive"
"rhr_metrics","cv_rhr_1","late_recovery",11,-0.418330013267038,0.15899756416286,0.980121731489009,9.95777604104184,8.40177745827148,4,7,FALSE,"Weak","Negative"
"rhr_metrics","mean_rhr_1","baseline",10,0.493829164658431,0.220335476237914,0.850852337619854,71.9098439618431,81.3938760120158,3,7,FALSE,"Weak","Positive"
"rhr_metrics","mean_rhr_1","acute_recovery",10,0.113960576459638,0.678095567122904,0.313896611111216,73.6990418326762,77.4693375165036,3,7,FALSE,"Very Weak","Positive"
"rhr_metrics","mean_rhr_1","early_recovery",11,0.119522860933439,0.759098700790079,0.223788760015375,76.6748107566335,79.2836169344633,4,7,FALSE,"Very Weak","Positive"
"rhr_metrics","mean_rhr_1","mid_recovery",11,0.179284291400159,0.68119408107669,0.300637753908876,76.0372466351256,79.1142499256304,4,7,FALSE,"Very Weak","Positive"
"rhr_metrics","mean_rhr_1","late_recovery",11,0.0597614304667197,0.954612192506272,0.0439942459996175,78.3659479664241,77.8536265385933,4,7,FALSE,"Negligible","Positive"
"rhr_metrics","max_rhr_1","baseline",10,0.341881729378914,0.289982514976866,0.713426870539537,102.222222222222,111.904761904762,3,7,FALSE,"Weak","Positive"
"rhr_metrics","max_rhr_1","acute_recovery",10,0.231455024943138,0.280570688445783,0.566783620847691,97.6666666666667,107.714285714286,3,7,FALSE,"Very Weak","Positive"
"rhr_metrics","max_rhr_1","early_recovery",11,0.359386300128645,0.151557774931872,0.785957665493175,102.5,113.071428571429,4,7,FALSE,"Weak","Positive"
"rhr_metrics","max_rhr_1","mid_recovery",11,0.298807152333598,0.261572040154035,0.637329740769347,104.1875,112.738095238095,4,7,FALSE,"Very Weak","Positive"
"rhr_metrics","max_rhr_1","late_recovery",11,-0.179693150064323,0.389828147776151,0.670122519568065,113.404545454545,107.066790352505,4,7,FALSE,"Very Weak","Negative"
"rhr_metrics","min_rhr_1","baseline",10,0.304819971239475,0.436777794820215,0.618537997639482,60.5555555555556,64.6666666666667,3,7,FALSE,"Weak","Positive"
"rhr_metrics","min_rhr_1","acute_recovery",10,0.152409985619738,0.75470959401903,0.282042778619702,62,63.8571428571429,3,7,FALSE,"Very Weak","Positive"
"rhr_metrics","min_rhr_1","early_recovery",11,0.239045721866879,0.477987037177393,0.491005737455378,60.875,64.9285714285714,4,7,FALSE,"Very Weak","Positive"
"rhr_metrics","min_rhr_1","mid_recovery",11,0.0598977166881075,0.946901238050478,0.0458770235907129,64.1875,64.6071428571429,4,7,FALSE,"Negligible","Positive"
"rhr_metrics","min_rhr_1","late_recovery",11,0.298807152333598,0.318233002981396,0.643403039631371,59.2727272727273,64.3990723562152,4,7,FALSE,"Very Weak","Positive"
"steps_metrics","steps_max","baseline",10,0.189934294099397,0.433342204784107,0.38291975401801,120.444444444444,130.285714285714,3,7,FALSE,"Very Weak","Positive"
"steps_metrics","steps_max","acute_recovery",10,0.190512482024672,0.818941574396496,0.173029959163659,131,136.285714285714,3,7,FALSE,"Very Weak","Positive"
"steps_metrics","steps_max","early_recovery",11,0,0.853243532417205,0.121979096388484,123.25,127.142857142857,4,7,FALSE,"Negligible","Negative"
"steps_metrics","steps_max","mid_recovery",11,-0.119522860933439,0.769664726372418,0.195009899823364,118.3125,124.714285714286,4,7,FALSE,"Very Weak","Negative"
"steps_metrics","steps_max","late_recovery",11,0.298807152333598,0.28450931709971,0.90426238076916,110.154545454545,130.044712430427,4,7,FALSE,"Very Weak","Positive"
"steps_metrics","steps_mean","baseline",10,0.113960576459638,0.828883044927125,0.103958939947758,25.2559154341979,26.4315699172593,3,7,FALSE,"Very Weak","Positive"
"steps_metrics","steps_mean","acute_recovery",10,0.189934294099397,0.412529764348089,0.621647127321844,28.7384383286799,37.0801416048638,3,7,FALSE,"Very Weak","Positive"
"steps_metrics","steps_mean","early_recovery",11,0.358568582800318,0.562835426711819,0.346653835383417,28.9896006558635,32.7783724916165,4,7,FALSE,"Weak","Positive"
"steps_metrics","steps_mean","mid_recovery",11,-0.0597614304667197,0.666187866527771,0.251886600406072,29.8948604166825,27.1485852354479,4,7,FALSE,"Negligible","Negative"
"steps_metrics","steps_mean","late_recovery",11,0.358568582800318,0.329666400020171,0.653922429937052,20.7337882269822,29.2094716025902,4,7,FALSE,"Weak","Positive"
"steps_metrics","steps_total","baseline",10,0.0379868588198793,0.81115735274126,0.168446243356139,6905.77777777778,7374.52380952381,3,7,FALSE,"Negligible","Positive"
"steps_metrics","steps_total","acute_recovery",10,0.0379868588198793,0.817664638593467,0.128451551548233,8165.33333333333,7731.57142857143,3,7,FALSE,"Negligible","Positive"
"steps_metrics","steps_total","early_recovery",11,0.119522860933439,0.502307746282922,0.407111268518006,6669.875,8739.71428571429,4,7,FALSE,"Very Weak","Positive"
"steps_metrics","steps_total","mid_recovery",11,0.119522860933439,0.614838930748574,0.33581927120341,6351.4375,7660.08333333333,4,7,FALSE,"Very Weak","Positive"
"steps_metrics","steps_total","late_recovery",11,0.239045721866879,0.569401521386637,0.481130460371556,5647.25454545455,7103.45083487941,4,7,FALSE,"Very Weak","Positive"
